ticker,name,sector,asset_class,market_value,weight_pct,notional_value,quantity,price,location,exchange,currency,fx_rate,market_currency,accrual_date,etf,index
CTSH,COGNIZANT TECHNOLOGY SOLUTIONS COR,Information Technology,Equity,,0.04,,"6,191,497.00",51.94,United States,NASDAQ,USD,1.0,USD,-,IVV,S&P 500
AWK,AMERICAN WATER WORKS INC,Utilities,Equity,,0.04,,"2,526,820.00",126.2,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
WTW,WILLIS TOWERS WATSON PLC,Financials,Equity,,0.04,,"1,230,884.00",258.07,United States,NASDAQ,USD,1.0,USD,-,IVV,S&P 500
FIS,FIDELITY NATIONAL INFORMATION SERV,Financials,Equity,,0.04,,"6,704,210.00",47.25,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
PPG,PPG INDUSTRIES INC,Materials,Equity,,0.04,,"2,905,143.00",108.93,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
VRSK,VERISK ANALYTICS INC,Industrials,Equity,,0.04,,"1,804,326.00",174.69,United States,NASDAQ,USD,1.0,USD,-,IVV,S&P 500
RF,REGIONS FINANCIAL CORP,Financials,Equity,,0.04,,"11,237,379.00",27.95,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
OMC,OMNICOM GROUP INC,Communication,Equity,,0.04,,"4,072,971.00",76.92,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
FE,FIRSTENERGY CORP,Utilities,Equity,,0.04,,"6,730,710.00",45.17,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
DXCM,DEXCOM INC,Health Care,Equity,,0.04,,"4,982,588.00",60.91,United States,NASDAQ,USD,1.0,USD,-,IVV,S&P 500
ALB,ALBEMARLE CORP,Materials,Equity,,0.04,,"1,525,190.00",198.35,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
ULTA,ULTA BEAUTY INC,Consumer Discretionary,Equity,,0.04,,"574,353.00",526.53,United States,NASDAQ,USD,1.0,USD,-,IVV,S&P 500
SBAC,SBA COMMUNICATIONS REIT CORP CLASS,Real Estate,Equity,,0.04,,"1,379,367.00",218.62,United States,NASDAQ,USD,1.0,USD,-,IVV,S&P 500
EXE,EXPAND ENERGY CORP,Energy,Equity,,0.04,,"3,083,409.00",97.42,United States,NASDAQ,USD,1.0,USD,-,IVV,S&P 500
WST,WEST PHARMACEUTICAL SERVICES INC,Health Care,Equity,,0.04,,"931,394.00",322.01,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
TPL,TEXAS PACIFIC LAND CORP,Energy,Equity,,0.04,,"749,790.00",399.08,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
FSLR,FIRST SOLAR INC,Information Technology,Equity,,0.04,,"1,389,614.00",214.57,United States,NASDAQ,USD,1.0,USD,-,IVV,S&P 500
VRSN,VERISIGN INC,Information Technology,Equity,,0.04,,"1,068,439.00",278.47,United States,NASDAQ,USD,1.0,USD,-,IVV,S&P 500
CMS,CMS ENERGY CORP,Utilities,Equity,,0.04,,"3,967,020.00",73.96,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
EQR,EQUITY RESIDENTIAL REIT,Real Estate,Equity,,0.04,,"4,450,991.00",65.86,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
TROW,T ROWE PRICE GROUP INC,Financials,Equity,,0.04,,"2,830,064.00",103.59,United States,NASDAQ,USD,1.0,USD,-,IVV,S&P 500
NI,NISOURCE INC,Utilities,Equity,,0.04,,"6,195,184.00",47.02,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
DRI,DARDEN RESTAURANTS INC,Consumer Discretionary,Equity,,0.04,,"1,490,600.00",195.17,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
PHM,PULTEGROUP INC,Consumer Discretionary,Equity,,0.04,,"2,487,506.00",116.82,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
NTAP,NETAPP INC,Information Technology,Equity,,0.04,,"2,564,165.00",113.0,United States,NASDAQ,USD,1.0,USD,-,IVV,S&P 500
CHD,CHURCH AND DWIGHT INC,Consumer Staples,Equity,,0.04,,"3,064,288.00",93.88,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
VLTO,VERALTO CORP,Industrials,Equity,,0.04,,"3,214,525.00",88.73,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
WSM,WILLIAMS SONOMA INC,Consumer Discretionary,Equity,,0.03,,"1,544,414.00",183.42,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
SW,SMURFIT WESTROCK PLC,Materials,Equity,,0.03,,"6,756,403.00",41.63,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
LH,LABCORP HOLDINGS INC,Health Care,Equity,,0.03,,"1,073,209.00",258.05,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
CPAY,CORPAY INC,Financials,Equity,,0.03,,"905,811.00",305.75,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
EFX,EQUIFAX INC,Industrials,Equity,,0.03,,"1,558,704.00",175.62,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
STZ,CONSTELLATION BRANDS INC CLASS A,Consumer Staples,Equity,,0.03,,"1,818,199.00",150.25,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
EL,ESTEE LAUDER INC CLASS A,Consumer Staples,Equity,,0.03,,"3,200,547.00",85.29,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
DGX,QUEST DIAGNOSTICS INC,Health Care,Equity,,0.03,,"1,424,069.00",190.84,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
STE,STERIS,Health Care,Equity,,0.03,,"1,269,682.00",213.7,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
EXPD,EXPEDITORS INTERNATIONAL OF WASHIN,Industrials,Equity,,0.03,,"1,735,050.00",151.86,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
LUV,SOUTHWEST AIRLINES,Industrials,Equity,,0.03,,"6,360,743.00",41.39,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
CHRW,CH ROBINSON WORLDWIDE INC,Industrials,Equity,,0.03,,"1,535,676.00",171.37,United States,NASDAQ,USD,1.0,USD,-,IVV,S&P 500
KEY,KEYCORP,Financials,Equity,,0.03,,"12,131,172.00",21.69,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
KHC,KRAFT HEINZ,Consumer Staples,Equity,,0.03,,"11,034,007.00",23.64,United States,NASDAQ,USD,1.0,USD,-,IVV,S&P 500
IFF,INTERNATIONAL FLAVORS & FRAGRANCES,Materials,Equity,,0.03,,"3,315,441.00",78.26,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
VTRS,VIATRIS INC,Health Care,Equity,,0.03,,"14,912,505.00",17.39,United States,NASDAQ,USD,1.0,USD,-,IVV,S&P 500
PKG,PACKAGING CORP OF AMERICA,Materials,Equity,,0.03,,"1,157,005.00",223.43,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
WRB,WR BERKLEY CORP,Financials,Equity,,0.03,,"3,857,389.00",66.53,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
PFG,PRINCIPAL FINANCIAL GROUP INC,Financials,Equity,,0.03,,"2,561,166.00",100.03,United States,NASDAQ,USD,1.0,USD,-,IVV,S&P 500
DD,DUPONT DE NEMOURS INC,Materials,Equity,,0.03,,"5,297,915.00",48.36,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
FFIV,F5 INC,Information Technology,Equity,,0.03,,"731,806.00",345.02,United States,NASDAQ,USD,1.0,USD,-,IVV,S&P 500
HPQ,HP INC,Information Technology,Equity,,0.03,,"11,884,482.00",20.99,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
SNA,SNAP ON INC,Industrials,Equity,,0.03,,"672,051.00",370.67,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
TSN,TYSON FOODS INC CLASS A,Consumer Staples,Equity,,0.03,,"3,651,777.00",67.94,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
FTV,FORTIVE CORP,Industrials,Equity,,0.03,,"4,057,397.00",60.9,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
GIS,GENERAL MILLS INC,Consumer Staples,Equity,,0.03,,"6,907,850.00",35.71,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
EVRG,EVERGY INC,Utilities,Equity,,0.03,,"2,980,375.00",82.73,United States,NASDAQ,USD,1.0,USD,-,IVV,S&P 500
LEN,LENNAR A CORP CLASS A,Consumer Discretionary,Equity,,0.03,,"2,790,666.00",87.74,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
AMCR,AMCOR PLC,Materials,Equity,,0.03,,"6,012,246.00",39.92,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
CF,CF INDUSTRIES HOLDINGS INC,Materials,Equity,,0.03,,"2,019,289.00",118.68,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
LNT,ALLIANT ENERGY CORP,Utilities,Equity,,0.03,,"3,327,915.00",71.69,United States,NASDAQ,USD,1.0,USD,-,IVV,S&P 500
LYB,LYONDELLBASELL INDUSTRIES NV CLASS,Materials,Equity,,0.03,,"3,333,613.00",71.51,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
JBHT,JB HUNT TRANSPORT SERVICES INC,Industrials,Equity,,0.03,,"967,023.00",242.19,United States,NASDAQ,USD,1.0,USD,-,IVV,S&P 500
DLTR,DOLLAR TREE INC,Consumer Staples,Equity,,0.03,,"2,394,395.00",96.76,United States,NASDAQ,USD,1.0,USD,-,IVV,S&P 500
BR,BROADRIDGE FINANCIAL SOLUTIONS INC,Industrials,Equity,,0.03,,"1,511,449.00",152.89,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
L,LOEWS CORP,Financials,Equity,,0.03,,"2,187,978.00",104.41,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
PTC,PTC INC,Information Technology,Equity,,0.03,,"1,540,510.00",147.65,United States,NASDAQ,USD,1.0,USD,-,IVV,S&P 500
IP,INTERNATIONAL PAPER,Materials,Equity,,0.03,,"6,836,254.00",33.08,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
ESS,ESSEX PROPERTY TRUST REIT INC,Real Estate,Equity,,0.03,,"833,973.00",267.37,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
WY,WEYERHAEUSER REIT,Real Estate,Equity,,0.03,,"9,328,214.00",23.7,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
NVR,NVR INC,Consumer Discretionary,Equity,,0.03,,"36,647.00",,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
BRO,BROWN & BROWN INC,Financials,Equity,,0.03,,"3,790,449.00",58.05,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
SMCI,SUPER MICRO COMPUTER INC,Information Technology,Equity,,0.03,,"6,513,942.00",33.62,United States,NASDAQ,USD,1.0,USD,-,IVV,S&P 500
MRNA,MODERNA INC,Health Care,Equity,,0.03,,"4,502,878.00",48.54,United States,NASDAQ,USD,1.0,USD,-,IVV,S&P 500
LII,LENNOX INTERNATIONAL INC,Industrials,Equity,,0.03,,"413,293.00",526.61,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
AKAM,AKAMAI TECHNOLOGIES INC,Information Technology,Equity,,0.03,,"1,863,286.00",116.69,United States,NASDAQ,USD,1.0,USD,-,IVV,S&P 500
TSCO,TRACTOR SUPPLY,Consumer Discretionary,Equity,,0.03,,"6,840,816.00",31.74,United States,NASDAQ,USD,1.0,USD,-,IVV,S&P 500
LDOS,LEIDOS HOLDINGS INC,Industrials,Equity,,0.03,,"1,654,084.00",131.26,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
BG,BUNGE GLOBAL SA,Consumer Staples,Equity,,0.03,,"1,752,511.00",123.75,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
GPN,GLOBAL PAYMENTS INC,Financials,Equity,,0.03,,"3,081,588.00",70.13,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
ZBH,ZIMMER BIOMET HOLDINGS INC,Health Care,Equity,,0.03,,"2,566,586.00",83.37,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
SATS,ECHOSTAR CORP CLASS A,Communication,Equity,,0.03,,"1,742,780.00",122.62,United States,NASDAQ,USD,1.0,USD,-,IVV,S&P 500
INCY,INCYTE CORP,Health Care,Equity,,0.03,,"2,164,280.00",97.77,United States,NASDAQ,USD,1.0,USD,-,IVV,S&P 500
INVH,INVITATION HOMES INC,Real Estate,Equity,,0.03,,"7,302,654.00",28.97,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
LVS,LAS VEGAS SANDS CORP,Consumer Discretionary,Equity,,0.03,,"3,914,224.00",53.78,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
IEX,IDEX CORP,Industrials,Equity,,0.03,,"968,465.00",214.87,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
ROL,ROLLINS INC,Industrials,Equity,,0.03,,"3,799,522.00",54.39,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
TXT,TEXTRON INC,Industrials,Equity,,0.03,,"2,252,939.00",91.59,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
KIM,KIMCO REALTY REIT CORP,Real Estate,Equity,,0.03,,"8,728,099.00",23.53,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
GNRC,GENERAC HOLDINGS INC,Industrials,Equity,,0.02,,"759,624.00",266.75,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
BALL,BALL CORP,Materials,Equity,,0.02,,"3,469,403.00",58.41,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
MAA,MID AMERICA APARTMENT COMMUNITIES,Real Estate,Equity,,0.02,,"1,513,493.00",130.36,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
NDSN,NORDSON CORP,Industrials,Equity,,0.02,,"684,550.00",284.13,United States,NASDAQ,USD,1.0,USD,-,IVV,S&P 500
CSGP,COSTAR GROUP INC,Real Estate,Equity,,0.02,,"5,487,793.00",34.98,United States,NASDAQ,USD,1.0,USD,-,IVV,S&P 500
TRMB,TRIMBLE INC,Information Technology,Equity,,0.02,,"3,080,998.00",61.85,United States,NASDAQ,USD,1.0,USD,-,IVV,S&P 500
MAS,MASCO CORP,Industrials,Equity,,0.02,,"2,636,860.00",71.93,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
GPC,GENUINE PARTS,Consumer Discretionary,Equity,,0.02,,"1,801,242.00",105.25,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
DECK,DECKERS OUTDOOR CORP,Consumer Discretionary,Equity,,0.02,,"1,838,417.00",102.72,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
J,JACOBS SOLUTIONS INC,Industrials,Equity,,0.02,,"1,520,533.00",122.76,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
CDW,CDW CORP,Information Technology,Equity,,0.02,,"1,685,710.00",110.2,United States,NASDAQ,USD,1.0,USD,-,IVV,S&P 500
EG,EVEREST GROUP LTD,Financials,Equity,,0.02,,"526,717.00",351.73,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
LULU,LULULEMON ATHLETICA INC,Consumer Discretionary,Equity,,0.02,,"1,380,168.00",133.59,United States,NASDAQ,USD,1.0,USD,-,IVV,S&P 500
TYL,TYLER TECHNOLOGIES INC,Information Technology,Equity,,0.02,,"557,063.00",331.08,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
HST,HOST HOTELS & RESORTS REIT INC,Real Estate,Equity,,0.02,,"8,270,993.00",21.67,United States,NASDAQ,USD,1.0,USD,-,IVV,S&P 500
CHTR,CHARTER COMMUNICATIONS INC CLASS A,Communication,Equity,,0.02,,"1,114,775.00",160.24,United States,NASDAQ,USD,1.0,USD,-,IVV,S&P 500
RL,RALPH LAUREN CORP CLASS A,Consumer Discretionary,Equity,,0.02,,"500,537.00",353.55,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
DOC,HEALTHPEAK PROPERTIES INC,Real Estate,Equity,,0.02,,"8,988,154.00",19.66,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
HAS,HASBRO INC,Consumer Discretionary,Equity,,0.02,,"1,724,502.00",97.39,United States,NASDAQ,USD,1.0,USD,-,IVV,S&P 500
PNR,PENTAIR,Industrials,Equity,,0.02,,"2,118,795.00",78.96,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
APA,APA CORP,Energy,Equity,,0.02,,"4,592,979.00",36.24,United States,NASDAQ,USD,1.0,USD,-,IVV,S&P 500
REG,REGENCY CENTERS REIT CORP,Real Estate,Equity,,0.02,,"2,131,660.00",77.86,United States,NASDAQ,USD,1.0,USD,-,IVV,S&P 500
AVY,AVERY DENNISON CORP,Materials,Equity,,0.02,,"999,481.00",165.53,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
FOXA,FOX CORP CLASS A,Communication,Equity,,0.02,,"2,595,408.00",62.69,United States,NASDAQ,USD,1.0,USD,-,IVV,S&P 500
TKO,TKO GROUP HOLDINGS INC CLASS A,Communication,Equity,,0.02,,"857,818.00",187.51,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
SWK,STANLEY BLACK & DECKER INC,Industrials,Equity,,0.02,,"2,005,783.00",80.2,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
HII,HUNTINGTON INGALLS INDUSTRIES INC,Industrials,Equity,,0.02,,"507,666.00",314.72,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
MKC,MCCORMICK & CO NON-VOTING INC,Consumer Staples,Equity,,0.02,,"3,280,690.00",47.9,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
APTV,APTIV PLC,Consumer Discretionary,Equity,,0.02,,"2,750,883.00",57.11,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
GL,GLOBE LIFE INC,Financials,Equity,,0.02,,"1,030,556.00",152.45,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
GDDY,GODADDY INC CLASS A,Information Technology,Equity,,0.02,,"1,747,977.00",89.75,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
COO,COOPER INC,Health Care,Equity,,0.02,,"2,538,036.00",61.11,United States,NASDAQ,USD,1.0,USD,-,IVV,S&P 500
IVZ,INVESCO LTD,Financials,Equity,,0.02,,"5,742,101.00",26.83,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
PNW,PINNACLE WEST CORP,Utilities,Equity,,0.02,,"1,548,160.00",99.53,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
ALLE,ALLEGION PLC,Industrials,Equity,,0.02,,"1,112,246.00",136.81,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
AIZ,ASSURANT INC,Financials,Equity,,0.02,,"648,340.00",233.8,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
BBY,BEST BUY INC,Consumer Discretionary,Equity,,0.02,,"2,520,609.00",58.54,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
PODD,INSULET CORP,Health Care,Equity,,0.02,,"911,092.00",160.4,United States,NASDAQ,USD,1.0,USD,-,IVV,S&P 500
ZBRA,ZEBRA TECHNOLOGIES CORP CLASS A,Information Technology,Equity,,0.02,,"636,605.00",228.62,United States,NASDAQ,USD,1.0,USD,-,IVV,S&P 500
ALGN,ALIGN TECHNOLOGY INC,Health Care,Equity,,0.02,,"863,069.00",168.39,United States,NASDAQ,USD,1.0,USD,-,IVV,S&P 500
RVTY,REVVITY INC,Health Care,Equity,,0.02,,"1,467,620.00",98.85,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
CLX,CLOROX,Consumer Staples,Equity,,0.02,,"1,564,362.00",92.11,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
GEN,GEN DIGITAL INC,Information Technology,Equity,,0.02,,"7,127,188.00",20.19,United States,NASDAQ,USD,1.0,USD,-,IVV,S&P 500
UDR,UDR REIT INC,Real Estate,Equity,,0.02,,"3,895,082.00",36.93,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
IT,GARTNER INC,Information Technology,Equity,,0.02,,"910,973.00",157.78,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
CPT,CAMDEN PROPERTY TRUST REIT,Real Estate,Equity,,0.02,,"1,339,256.00",104.07,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
SJM,JM SMUCKER,Consumer Staples,Equity,,0.02,,"1,381,476.00",99.44,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
SOLV,SOLVENTUM CORP,Health Care,Equity,,0.02,,"1,909,622.00",71.65,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
JKHY,JACK HENRY AND ASSOCIATES INC,Financials,Equity,,0.02,,"933,176.00",146.03,United States,NASDAQ,USD,1.0,USD,-,IVV,S&P 500
TTD,TRADE DESK INC CLASS A,Communication,Equity,,0.02,,"5,700,602.00",23.49,United States,NASDAQ,USD,1.0,USD,-,IVV,S&P 500
DPZ,DOMINOS PIZZA INC,Consumer Discretionary,Equity,,0.02,,"402,347.00",332.53,United States,NASDAQ,USD,1.0,USD,-,IVV,S&P 500
AES,AES CORP,Utilities,Equity,,0.02,,"9,215,095.00",14.29,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
NWSA,NEWS CORP CLASS A,Communication,Equity,,0.02,,"4,788,055.00",27.04,United States,NASDAQ,USD,1.0,USD,-,IVV,S&P 500
SWKS,SKYWORKS SOLUTIONS INC,Information Technology,Equity,,0.02,,"1,945,126.00",65.04,United States,NASDAQ,USD,1.0,USD,-,IVV,S&P 500
UHS,UNIVERSAL HEALTH SERVICES INC CLAS,Health Care,Equity,,0.01,,"714,990.00",170.56,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
BEN,FRANKLIN RESOURCES INC,Financials,Equity,,0.01,,"3,978,838.00",30.52,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
FRT,FEDERAL REALTY INVESTMENT TRUST RE,Real Estate,Equity,,0.01,,"1,015,638.00",115.67,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
WYNN,WYNN RESORTS LTD,Consumer Discretionary,Equity,,0.01,,"1,094,095.00",106.85,United States,NASDAQ,USD,1.0,USD,-,IVV,S&P 500
BAX,BAXTER INTERNATIONAL INC,Health Care,Equity,,0.01,,"6,657,859.00",17.49,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
CRL,CHARLES RIVER LABORATORIES INTERNA,Health Care,Equity,,0.01,,"636,884.00",181.68,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
BLDR,BUILDERS FIRSTSOURCE INC,Industrials,Equity,,0.01,,"1,432,329.00",79.41,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
BXP,BXP INC,Real Estate,Equity,,0.01,,"1,908,978.00",59.46,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
FDS,FACTSET RESEARCH SYSTEMS INC,Financials,Equity,,0.01,,"480,286.00",223.98,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
FOX,FOX CORP CLASS B,Communication,Equity,,0.01,,"1,831,361.00",56.5,United States,NASDAQ,USD,1.0,USD,-,IVV,S&P 500
TECH,BIO TECHNE CORP,Health Care,Equity,,0.01,,"2,025,451.00",50.91,United States,NASDAQ,USD,1.0,USD,-,IVV,S&P 500
NCLH,NORWEGIAN CRUISE LINE HOLDINGS LTD,Consumer Discretionary,Equity,,0.01,,"5,886,899.00",17.22,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
TAP,MOLSON COORS BREWING CLASS B,Consumer Staples,Equity,,0.01,,"2,194,918.00",43.13,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
MGM,MGM RESORTS INTERNATIONAL,Consumer Discretionary,Equity,,0.01,,"2,481,516.00",38.11,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
MOS,MOSAIC,Materials,Equity,,0.01,,"4,110,520.00",22.91,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
ARE,ALEXANDRIA REAL ESTATE EQUITIES RE,Real Estate,Equity,,0.01,,"2,015,226.00",45.58,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
HSIC,HENRY SCHEIN INC,Health Care,Equity,,0.01,,"1,298,727.00",70.5,United States,NASDAQ,USD,1.0,USD,-,IVV,S&P 500
CAG,CONAGRA BRANDS INC,Consumer Staples,Equity,,0.01,,"6,195,575.00",14.36,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
AOS,A O SMITH CORP,Industrials,Equity,,0.01,,"1,454,558.00",60.23,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
DVA,DAVITA INC,Health Care,Equity,,0.01,,"431,281.00",196.26,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
POOL,POOL CORP,Consumer Discretionary,Equity,,0.01,,"424,224.00",190.44,United States,NASDAQ,USD,1.0,USD,-,IVV,S&P 500
HRL,HORMEL FOODS CORP,Consumer Staples,Equity,,0.01,,"3,774,122.00",20.75,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
EPAM,EPAM SYSTEMS INC,Information Technology,Equity,,0.01,,"714,705.00",104.24,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
ERIE,ERIE INDEMNITY CLASS A,Financials,Equity,,0.01,,"328,307.00",216.75,United States,NASDAQ,USD,1.0,USD,-,IVV,S&P 500
BFB,BROWN FORMAN CORP CLASS B,Consumer Staples,Equity,,0.01,,"2,210,195.00",27.38,United States,NYSE,USD,1.0,USD,-,IVV,S&P 500
CPB,CAMPBELL SOUP,Consumer Staples,Equity,,0.01,,"2,544,313.00",21.25,United States,NASDAQ,USD,1.0,USD,-,IVV,S&P 500
NWS,NEWS CORP CLASS B,Communication,Equity,,0.01,,"1,579,982.00",30.85,United States,NASDAQ,USD,1.0,USD,-,IVV,S&P 500
PSKY,PARAMOUNT SKYDANCE CORP CLASS B,Communication,Equity,,0.01,,"4,035,081.00",10.76,United States,NASDAQ,USD,1.0,USD,-,IVV,S&P 500
-,HOLOGIC INC,Health Care,Equity,,0.0,,"2,843,388.00",0.01,United States,NO MARKET (E.G. UNLISTED),USD,1.0,USD,-,IVV,S&P 500
